Device,Category,Price (INR),Age (months),Physical Condition,Performance,Surface Wear,Internal Damage,Accessories Condition,Repair Cost (INR),Resale Price (INR)
MacBook Pro,Laptop,58695,28,2,4,2,3,4,35200,59860
Sharp LED,TV,181897,2,3,0,0,2,2,14600,169188
Samsung Refrigerator,Appliance,30870,49,1,0,3,3,0,20500,29235
Philips Air Purifier,Appliance,54193,18,4,5,5,4,5,50500,60475
Panasonic VCR,Appliance,83880,8,2,4,4,0,0,20000,80459
Sony PlayStation,Gaming Console,66336,43,0,0,0,4,3,22400,57967
Xiaomi Tablet,Tablet,130875,18,1,3,2,0,3,15400,118944
Microsoft Xbox,Gaming Console,88401,33,4,4,3,1,3,27900,73621
Samsung Refrigerator,Appliance,97894,57,3,0,0,3,1,18800,67647
Dell Laptop,Laptop,175538,11,2,3,3,5,1,41300,151426
Xiaomi Tablet,Tablet,126980,41,1,3,4,5,0,41000,96053
Bose Speaker,Audio,84722,4,4,1,3,1,3,18900,78922
Asus ZenBook,Laptop,91139,43,4,2,1,5,5,40500,73566
Sony Headphones,Audio,124587,44,0,5,4,3,1,36800,98136
Sharp LED,TV,177801,2,2,0,0,5,5,31000,166631
Dell Laptop,Laptop,179860,50,0,4,0,1,2,18600,140598
Dell Laptop,Laptop,90513,40,5,1,1,0,0,9500,66299
LG Microwave,Appliance,119678,8,0,4,5,3,1,35300,113392
Samsung TV,TV,97510,28,3,5,3,3,5,41500,87057
GoPro Camera,Camera,85385,30,5,5,1,5,0,46500,77043
Samsung Refrigerator,Appliance,22118,60,3,1,2,1,4,17200,21428
Sony PlayStation,Gaming Console,79002,5,3,5,5,2,4,38700,80577
Philips Air Purifier,Appliance,69972,49,5,3,5,3,5,40500,54886
HP Printer,Printer,177259,30,1,5,1,0,4,20700,153930
Asus ZenBook,Laptop,191842,32,3,2,4,3,3,32400,138979
Samsung TV,TV,143875,18,0,3,2,3,4,30200,131639
Apple Watch,Wearable,141265,28,4,1,4,1,1,18800,105460
GoPro Camera,Camera,108383,38,1,2,4,4,5,37000,86781
GoPro Camera,Camera,52832,48,5,2,0,3,5,30000,46699
Bose Speaker,Audio,15519,33,3,0,4,0,4,12200,16886
Samsung TV,TV,183365,42,3,3,1,3,4,31700,135037
Bose Speaker,Audio,71318,13,0,4,2,2,1,25800,73877
Bose Speaker,Audio,32271,15,2,2,5,4,5,39500,42501
GoPro Camera,Camera,81013,28,2,3,3,3,3,32900,73159
Sharp LED,TV,41413,48,2,5,1,1,3,25900,41111
Samsung TV,TV,11559,25,1,3,3,2,2,26100,21777
Panasonic VCR,Appliance,178129,41,2,0,0,0,3,4400,136687
Microsoft Xbox,Gaming Console,61557,51,2,3,0,1,4,19200,51767
Asus ZenBook,Laptop,117465,51,5,5,2,2,2,34600,83668
Panasonic VCR,Appliance,141992,3,5,3,0,5,2,40600,131764
iPhone 13,Phone,155579,51,1,4,3,5,0,42500,109152
Canon DSLR,Camera,84719,60,5,1,4,3,4,32200,55071
Asus ZenBook,Laptop,71164,37,3,1,4,3,2,28600,58066
Xiaomi Tablet,Tablet,197325,31,2,5,0,3,2,33600,163807
MacBook Pro,Laptop,151026,45,2,1,5,3,1,28300,100990
Asus ZenBook,Laptop,71353,58,4,0,5,4,0,31500,47859
Asus ZenBook,Laptop,24709,15,4,1,2,5,1,35800,35320
Dell Laptop,Laptop,97599,51,1,5,5,0,2,25100,73549
GoPro Camera,Camera,196883,57,5,3,0,2,4,27200,126808
Asus ZenBook,Laptop,14817,9,1,1,3,3,0,23500,23826
MacBook Pro,Laptop,108309,44,3,5,5,1,5,34500,82235
MacBook Pro,Laptop,92249,52,3,2,2,1,1,17800,66094
Microsoft Xbox,Gaming Console,32510,59,3,4,0,3,3,32400,35218
Sony PlayStation,Gaming Console,49990,37,2,2,4,0,1,14800,42143
Canon DSLR,Camera,12169,3,0,5,0,5,0,40000,30770
Sharp LED,TV,97436,30,3,5,5,0,1,26300,80381
Canon DSLR,Camera,135428,11,4,3,2,4,5,40000,120894
Lenovo Monitor,Monitor,175345,29,4,5,2,0,5,26000,141879
Bose Speaker,Audio,104466,43,2,5,3,3,0,36500,83541
Panasonic VCR,Appliance,128037,32,5,5,1,2,0,31500,102815
Asus ZenBook,Laptop,62018,58,2,1,3,3,1,25300,46760
Sony PlayStation,Gaming Console,69769,30,4,1,3,3,0,26500,58600
Sharp LED,TV,27506,7,3,2,4,4,4,38200,39592
Microsoft Xbox,Gaming Console,143636,31,3,0,5,1,3,17900,104468
Bose Speaker,Audio,53548,43,0,2,2,0,3,11400,45593
Microsoft Xbox,Gaming Console,96316,1,4,1,1,5,2,35100,94121
MacBook Pro,Laptop,74087,11,0,4,5,3,0,34500,75408
Bose Speaker,Audio,39333,47,1,1,5,0,2,13100,31920
LG Microwave,Appliance,146210,45,5,4,4,2,5,37000,99647
Lenovo Monitor,Monitor,153649,23,1,5,4,4,3,44400,130523
Microsoft Xbox,Gaming Console,101309,49,1,1,1,2,5,19500,78134
Microsoft Xbox,Gaming Console,53584,35,4,4,0,4,3,38400,54833
iPhone 13,Phone,126513,28,0,0,2,1,2,9600,106010
Xiaomi Tablet,Tablet,87342,50,5,2,1,4,2,34100,65088
GoPro Camera,Camera,142731,52,4,3,4,4,5,43000,92866
Sony PlayStation,Gaming Console,138563,4,4,1,2,4,3,32400,124279
Panasonic VCR,Appliance,53209,1,0,3,1,2,1,21300,60400
Dell Laptop,Laptop,24963,5,2,2,5,4,2,37100,37397
LG Microwave,Appliance,107913,33,5,0,4,2,2,22600,77666
Sharp LED,TV,191475,2,4,2,3,4,5,38500,166686
Apple Watch,Wearable,120186,57,4,3,0,2,4,26200,84611
Apple Watch,Wearable,88671,12,0,3,5,4,3,38900,86840
Microsoft Xbox,Gaming Console,40399,44,5,4,4,2,4,36200,40723
MacBook Pro,Laptop,191718,53,4,4,1,0,2,19100,131291
Philips Air Purifier,Appliance,177593,11,0,1,4,4,2,30600,154711
Sony PlayStation,Gaming Console,178793,19,2,1,2,2,5,22000,151353
HP Printer,Printer,72944,30,2,2,5,0,2,17100,60340
Microsoft Xbox,Gaming Console,180848,47,4,4,2,2,2,30600,124713
Microsoft Xbox,Gaming Console,81092,48,1,5,4,3,2,38600,67955
Philips Air Purifier,Appliance,5771,56,0,5,5,0,2,24100,15628
GoPro Camera,Camera,62588,40,4,1,3,5,2,38100,54099
Panasonic VCR,Appliance,91758,42,2,0,1,0,0,3500,68733
Panasonic VCR,Appliance,41174,16,3,3,2,4,2,36600,48769
MacBook Pro,Laptop,158426,13,1,1,3,1,0,13500,139036
Panasonic VCR,Appliance,38647,31,0,3,0,2,2,20600,41411
Samsung Refrigerator,Appliance,188427,60,1,5,2,3,0,34000,126288
Bose Speaker,Audio,41040,12,3,3,4,5,3,45400,51428
Philips Air Purifier,Appliance,48599,43,0,3,2,0,1,12800,42606
Lenovo Monitor,Monitor,180353,34,1,2,1,3,1,24300,143808
MacBook Pro,Laptop,157215,16,5,4,2,1,3,27400,133183
Samsung Refrigerator,Appliance,105711,6,1,0,4,5,3,34400,98597
Samsung Refrigerator,Appliance,51794,53,5,0,1,4,0,26500,40960
Dell Laptop,Laptop,92098,4,0,3,3,3,1,29300,93854
Sharp LED,TV,111428,43,0,3,5,0,0,16500,84578
Apple Watch,Wearable,109227,11,3,5,0,4,5,42000,108928
Samsung Refrigerator,Appliance,107117,24,5,2,4,1,5,26000,85840
Xiaomi Tablet,Tablet,110914,30,4,3,5,3,5,39500,87408
Xiaomi Tablet,Tablet,87604,45,3,5,1,3,2,36100,73679
Asus ZenBook,Laptop,178602,50,0,3,4,0,4,18200,128763
MacBook Pro,Laptop,132926,5,1,1,0,4,3,26400,129510
Sony PlayStation,Gaming Console,52491,2,2,5,5,3,5,43500,63218
Lenovo Monitor,Monitor,35913,21,5,5,3,4,0,44500,45773
LG Microwave,Appliance,140094,39,1,3,4,1,4,24200,108064
Asus ZenBook,Laptop,102872,39,4,3,4,3,4,37200,78780
Microsoft Xbox,Gaming Console,172291,26,0,0,0,3,0,15000,147056
Asus ZenBook,Laptop,123469,10,5,0,2,5,5,37000,106163
Microsoft Xbox,Gaming Console,53179,30,2,0,0,1,1,7800,45911
Samsung Refrigerator,Appliance,73827,56,4,1,2,5,0,35000,54414
Sharp LED,TV,162737,16,2,2,5,0,5,19500,136685
iPhone 13,Phone,198135,31,4,5,2,0,0,22000,154648
Apple Watch,Wearable,142324,23,0,3,4,0,5,19000,124071
Canon DSLR,Camera,59994,42,2,4,0,4,2,35600,57996
Bose Speaker,Audio,61137,5,3,0,5,4,0,30500,60186
iPhone 13,Phone,183685,52,0,4,1,1,2,20100,138630
Microsoft Xbox,Gaming Console,74817,45,5,3,2,2,0,27000,58016
Panasonic VCR,Appliance,114328,29,5,5,2,4,1,43800,94498
Sony PlayStation,Gaming Console,67619,52,1,4,5,2,3,32900,55669
Sony PlayStation,Gaming Console,146067,51,1,3,3,2,0,24500,103542
Apple Watch,Wearable,133172,38,5,4,3,3,5,40500,98821
Samsung TV,TV,100254,9,3,1,5,5,1,39300,89327
Sharp LED,TV,24751,55,0,1,3,1,2,14100,23014
Sony Headphones,Audio,13024,38,2,0,2,1,3,12400,15447
Sony PlayStation,Gaming Console,116873,36,2,2,3,5,0,37500,91211
Xiaomi Tablet,Tablet,56240,33,4,0,3,5,3,35900,51413
Samsung TV,TV,57357,35,2,4,4,0,2,21600,51237
Sony PlayStation,Gaming Console,57113,44,1,4,0,2,4,26200,54221
Dell Laptop,Laptop,154414,47,2,2,2,0,5,15000,113274
GoPro Camera,Camera,47866,29,2,3,3,1,2,22100,46232
Canon DSLR,Camera,87883,44,2,5,0,5,2,43600,78045
Microsoft Xbox,Gaming Console,126941,19,1,3,1,5,1,37300,115760
Sony PlayStation,Gaming Console,143359,38,4,4,0,3,3,33400,112751
Apple Watch,Wearable,163159,22,0,4,5,0,2,21100,139446
Dell Laptop,Laptop,114595,4,1,0,2,1,2,10600,108436
Canon DSLR,Camera,45024,56,2,3,4,1,4,25200,38714
LG Microwave,Appliance,174845,55,1,2,1,1,3,15900,124222
Microsoft Xbox,Gaming Console,192033,21,0,3,1,1,4,18700,173538
Apple Watch,Wearable,87386,20,1,3,5,4,1,38300,80320
HP Printer,Printer,180219,3,0,5,1,2,3,28900,181153
GoPro Camera,Camera,127020,49,3,0,1,5,0,29500,87786
Sony PlayStation,Gaming Console,115705,53,4,4,3,1,3,27900,80480
Asus ZenBook,Laptop,18551,59,4,2,5,3,5,36500,26876
Asus ZenBook,Laptop,20039,5,2,5,3,1,5,30500,32383
Apple Watch,Wearable,141114,2,2,0,1,4,0,23500,131697
Panasonic VCR,Appliance,88111,33,4,5,1,3,1,36300,77625
HP Printer,Printer,22421,30,2,0,3,0,1,7300,20466
LG Microwave,Appliance,54746,4,5,3,1,1,2,22100,57037
Dell Laptop,Laptop,120966,60,1,2,2,2,3,22400,83780
LG Microwave,Appliance,161685,6,3,0,3,1,5,16500,142449
Sony PlayStation,Gaming Console,117067,1,4,1,3,1,0,16500,106001
Microsoft Xbox,Gaming Console,82062,59,3,1,3,3,5,29500,57833
Microsoft Xbox,Gaming Console,182489,59,2,1,2,0,5,12000,120056
LG Microwave,Appliance,68737,55,5,4,5,4,5,48500,54838
Canon DSLR,Camera,18032,6,5,3,1,4,4,38700,33235
LG Microwave,Appliance,11430,51,4,0,0,1,0,9000,11872
LG Microwave,Appliance,155528,16,3,5,0,4,0,38000,140312
Bose Speaker,Audio,16287,20,0,1,2,5,3,33400,29078
LG Microwave,Appliance,184203,8,4,5,1,3,2,37100,165912
Panasonic VCR,Appliance,87394,1,2,5,3,5,5,50500,94728
MacBook Pro,Laptop,198744,56,5,4,2,1,4,28200,125397
Asus ZenBook,Laptop,168163,33,0,5,0,2,4,28200,147790
MacBook Pro,Laptop,30031,40,2,1,5,0,2,14100,26870
iPhone 13,Phone,197725,55,4,1,0,1,3,14400,130778
Xiaomi Tablet,Tablet,29534,5,2,0,2,5,3,32400,39680
GoPro Camera,Camera,157239,2,2,1,0,5,5,34000,150653
Sony PlayStation,Gaming Console,53946,21,2,1,0,1,3,12400,51245
Xiaomi Tablet,Tablet,184179,54,0,3,1,3,0,25500,132466
iPhone 13,Phone,44033,39,1,0,4,3,3,24400,40601
Dell Laptop,Laptop,67605,39,3,4,4,1,5,30000,58605
GoPro Camera,Camera,51672,22,3,1,5,5,5,42500,53803
Bose Speaker,Audio,47739,21,0,0,4,5,3,33400,50833
Bose Speaker,Audio,152879,41,1,3,4,3,4,34200,114178
Canon DSLR,Camera,60686,41,1,3,2,3,3,30400,56163
Samsung TV,TV,64022,6,2,4,4,4,2,41600,70097
Asus ZenBook,Laptop,112547,17,1,0,3,5,0,30500,97972
Microsoft Xbox,Gaming Console,105303,10,4,4,2,5,1,44800,99271
Lenovo Monitor,Monitor,108182,48,4,0,4,2,1,20800,70982
Dell Laptop,Laptop,113230,24,5,0,2,4,3,30400,89932
Lenovo Monitor,Monitor,40118,16,2,4,0,0,3,16400,43504
LG Microwave,Appliance,31867,35,1,2,2,5,4,38200,40292
Asus ZenBook,Laptop,16024,27,5,5,5,2,1,38300,29165
Xiaomi Tablet,Tablet,36397,57,3,4,1,4,4,39700,40050
Samsung Refrigerator,Appliance,50757,15,2,4,3,4,4,41700,58664
GoPro Camera,Camera,39239,29,4,5,0,1,0,24000,41625
HP Printer,Printer,194661,47,4,2,0,5,4,38200,132977
Sharp LED,TV,93880,17,3,4,3,5,1,45300,87897
MacBook Pro,Laptop,172209,14,2,0,5,3,3,26900,139163
MacBook Pro,Laptop,141337,33,4,3,1,3,4,32700,111752
iPhone 13,Phone,158157,24,1,1,0,2,1,14800,137089
HP Printer,Printer,76732,35,4,1,3,4,3,33900,63373
Panasonic VCR,Appliance,89897,23,3,2,1,4,1,31300,80825
Lenovo Monitor,Monitor,103430,6,1,2,4,3,1,28800,98178
HP Printer,Printer,114645,19,1,5,5,5,0,48500,102782
Canon DSLR,Camera,114455,17,3,0,0,1,1,8800,99970
Philips Air Purifier,Appliance,110267,31,1,0,5,1,5,17500,86488
Samsung Refrigerator,Appliance,70121,9,5,1,2,0,5,15000,64649
MacBook Pro,Laptop,97478,54,4,1,2,5,2,36600,68014
Samsung Refrigerator,Appliance,182284,25,3,4,2,3,3,35400,148033
Bose Speaker,Audio,18542,52,3,2,5,2,3,28900,24463
GoPro Camera,Camera,96563,50,5,3,2,2,2,28600,69341
Samsung Refrigerator,Appliance,26101,38,2,2,2,5,0,36000,34444
HP Printer,Printer,74341,48,3,4,3,5,4,47700,63994
Dell Laptop,Laptop,58137,60,5,1,4,1,1,19800,38968
Philips Air Purifier,Appliance,18763,26,3,0,2,4,0,26000,25946
Samsung Refrigerator,Appliance,29747,55,1,2,4,2,4,26200,30502
Samsung Refrigerator,Appliance,25514,40,4,0,0,3,4,22200,27939
Sony Headphones,Audio,36006,8,5,1,4,2,4,27200,40244
Samsung Refrigerator,Appliance,129319,36,0,4,2,3,1,30800,108510
Xiaomi Tablet,Tablet,165835,41,3,2,4,0,0,15000,116122
LG Microwave,Appliance,97016,4,0,3,0,0,5,13000,101576
Asus ZenBook,Laptop,163214,6,0,0,5,2,2,19100,145018
HP Printer,Printer,180763,8,1,1,5,1,2,18100,157276
Philips Air Purifier,Appliance,149260,39,5,3,2,3,1,32800,106702
Panasonic VCR,Appliance,182243,41,3,2,3,1,5,22500,130619
Canon DSLR,Camera,162889,9,2,0,3,5,5,35500,140731
Canon DSLR,Camera,189915,28,4,3,4,4,0,39000,137247
Panasonic VCR,Appliance,64217,5,4,0,1,0,1,6300,59340
Sony PlayStation,Gaming Console,112967,50,3,2,5,0,2,18100,75701
HP Printer,Printer,32536,24,5,5,1,1,3,28900,38527
Asus ZenBook,Laptop,82599,48,5,3,5,0,4,24700,58605
iPhone 13,Phone,125673,25,2,1,5,1,1,18300,99006
Canon DSLR,Camera,180654,4,5,4,1,4,5,42500,162160
HP Printer,Printer,172473,24,5,3,5,4,2,43100,125034
Asus ZenBook,Laptop,75433,15,1,3,4,1,4,24200,72824
Microsoft Xbox,Gaming Console,158806,19,0,3,4,5,0,40000,135134
Dell Laptop,Laptop,104101,41,0,3,4,1,4,23200,83950
Samsung Refrigerator,Appliance,107225,28,4,3,1,0,5,18500,90741
GoPro Camera,Camera,4314,8,2,2,0,4,1,28800,18024
Microsoft Xbox,Gaming Console,180476,19,1,4,3,1,2,24100,157333
Dell Laptop,Laptop,173792,38,5,5,5,5,4,55700,116484
Bose Speaker,Audio,175557,25,0,0,0,4,0,20000,149568
Dell Laptop,Laptop,67163,42,4,2,1,4,5,35500,58719
LG Microwave,Appliance,26999,30,2,5,2,1,0,25000,32749
LG Microwave,Appliance,94129,25,2,2,5,4,1,36300,79804
Asus ZenBook,Laptop,89598,26,2,0,3,2,0,16500,73657
HP Printer,Printer,109822,31,1,3,5,1,5,26500,90675
Panasonic VCR,Appliance,79056,51,0,5,5,0,1,23300,62641
Asus ZenBook,Laptop,141338,24,4,4,4,3,0,37000,111783
Samsung TV,TV,188802,50,0,2,4,4,1,32800,127793
Apple Watch,Wearable,115129,52,1,3,2,2,3,25400,86383
Panasonic VCR,Appliance,22540,31,1,2,5,1,2,21100,26441
Sony Headphones,Audio,63276,44,0,1,5,4,4,33700,54816
Lenovo Monitor,Monitor,190633,30,5,3,3,2,3,30900,139361
Sony Headphones,Audio,173077,29,3,5,3,4,0,42500,134615
Sharp LED,TV,111443,3,2,1,1,1,5,15500,108606
Xiaomi Tablet,Tablet,190881,42,2,0,4,3,2,24600,128737
Sharp LED,TV,21804,39,3,4,5,1,2,29100,28178
Sony PlayStation,Gaming Console,124487,38,1,4,0,1,2,19600,105655
Bose Speaker,Audio,7193,2,4,2,1,4,3,33900,22776
Samsung TV,TV,80966,4,3,3,4,1,0,23000,77892
Samsung Refrigerator,Appliance,48630,37,5,1,5,3,4,33700,43840
GoPro Camera,Camera,189646,57,5,0,5,4,3,34900,99946
LG Microwave,Appliance,21009,55,2,3,3,1,5,24500,24960
Sharp LED,TV,27457,56,2,1,2,1,3,15400,24723
Sony PlayStation,Gaming Console,125605,56,3,2,5,1,0,21500,78577
Panasonic VCR,Appliance,58212,6,4,3,3,1,3,24900,59602
Sharp LED,TV,71154,21,4,3,0,5,5,42000,71875
Dell Laptop,Laptop,25903,54,2,4,0,4,5,38000,34801
Microsoft Xbox,Gaming Console,71269,42,2,5,1,2,4,31700,65026
Xiaomi Tablet,Tablet,98037,32,0,0,0,0,5,4000,84351
Canon DSLR,Camera,75920,12,0,2,4,4,3,34400,76418
iPhone 13,Phone,196732,1,4,4,1,5,0,42500,177652
Sharp LED,TV,43153,35,3,0,4,0,4,12200,35660
iPhone 13,Phone,38307,22,3,0,5,0,1,11300,33614
GoPro Camera,Camera,122804,35,3,1,1,4,3,29900,96615
Lenovo Monitor,Monitor,18431,60,2,0,3,1,5,15500,18440
Sony Headphones,Audio,116294,16,4,2,3,0,4,17700,99559
Samsung Refrigerator,Appliance,32248,18,2,0,5,3,0,24500,35146
Sharp LED,TV,163317,6,2,5,0,0,1,17800,160785
LG Microwave,Appliance,101758,50,0,4,4,1,4,26200,79243
Philips Air Purifier,Appliance,157308,1,4,4,4,4,2,43600,140568
iPhone 13,Phone,128577,29,4,2,0,2,3,22400,105704
Philips Air Purifier,Appliance,197848,48,4,4,3,5,2,47100,126431
Samsung Refrigerator,Appliance,14676,10,4,3,3,3,3,34900,28457
Samsung TV,TV,101812,46,2,1,3,3,1,25300,74755
Samsung TV,TV,99192,55,5,4,5,4,3,46900,67590
Canon DSLR,Camera,13321,8,1,1,1,2,0,15500,19472
MacBook Pro,Laptop,194151,25,3,5,1,2,2,31100,162134
Samsung Refrigerator,Appliance,61067,18,5,4,0,1,3,24400,60443
Asus ZenBook,Laptop,188207,6,1,2,2,5,0,35000,169948
Panasonic VCR,Appliance,6647,4,0,5,1,4,0,36500,24099
Sony Headphones,Audio,20645,22,5,5,1,1,0,26500,28734
GoPro Camera,Camera,156346,12,3,5,5,3,4,43700,134419
Xiaomi Tablet,Tablet,155822,40,4,1,3,2,4,24700,108960
Samsung TV,TV,14593,8,0,1,5,2,5,24500,24216
Sony PlayStation,Gaming Console,198361,60,0,5,4,2,5,35000,132549
Panasonic VCR,Appliance,7003,29,2,5,1,3,4,36700,23497
Lenovo Monitor,Monitor,161523,54,4,2,1,1,1,17300,107179
LG Microwave,Appliance,104474,43,5,3,5,0,5,25500,73867
Sony Headphones,Audio,157970,7,1,1,3,5,0,33500,140756
Apple Watch,Wearable,30615,1,2,0,4,2,5,22000,36564
HP Printer,Printer,181867,41,1,5,0,4,3,38400,145598
MacBook Pro,Laptop,23141,23,0,4,5,2,1,30300,32390
Dell Laptop,Laptop,44797,13,3,4,2,5,4,46200,56026
Bose Speaker,Audio,198569,13,2,5,5,1,1,30300,169041
Samsung TV,TV,52228,2,4,3,5,0,0,20500,52555
Xiaomi Tablet,Tablet,175446,27,5,1,0,0,1,8800,138616
Samsung Refrigerator,Appliance,79394,47,5,2,1,0,0,12500,57459
LG Microwave,Appliance,64593,59,4,4,3,0,4,23700,48345
Sharp LED,TV,25268,38,5,5,2,4,1,43800,36808
Sharp LED,TV,167448,42,1,0,0,0,0,1000,129435
Lenovo Monitor,Monitor,125652,28,5,4,2,4,0,40000,100417
Sharp LED,TV,80528,27,1,0,4,2,4,20200,68483
Philips Air Purifier,Appliance,111200,47,4,1,1,2,1,19300,79150
Bose Speaker,Audio,166999,35,1,3,2,0,1,13800,134654
LG Microwave,Appliance,121372,27,4,1,1,4,2,30100,98190
Sony Headphones,Audio,144417,33,0,1,3,5,3,34900,114931
Samsung Refrigerator,Appliance,55839,51,4,1,2,4,2,31600,46232
Sony PlayStation,Gaming Console,68048,53,1,3,0,2,3,22400,57132
GoPro Camera,Camera,6827,9,5,4,1,3,4,36700,23641
Sharp LED,TV,11177,3,4,2,5,5,2,44100,29930
Dell Laptop,Laptop,69655,18,0,4,5,2,1,30300,68784
Asus ZenBook,Laptop,5832,47,0,0,3,1,0,9500,8745
iPhone 13,Phone,73295,40,1,1,2,5,0,32000,62909
Xiaomi Tablet,Tablet,11600,21,5,5,5,0,2,29100,22612
LG Microwave,Appliance,76365,13,0,5,5,2,3,34900,78160
Philips Air Purifier,Appliance,85971,7,2,2,0,5,2,34600,88226
Sharp LED,TV,61796,2,3,0,4,0,5,13000,59027
Panasonic VCR,Appliance,15277,27,0,3,5,2,5,30500,26326
Samsung Refrigerator,Appliance,125165,15,2,4,4,5,2,46600,111541
MacBook Pro,Laptop,23960,54,5,2,4,4,0,37000,29761
Samsung TV,TV,41526,36,2,3,4,4,2,38600,45046
HP Printer,Printer,42676,52,4,3,4,3,0,34000,39192
Samsung TV,TV,186379,10,2,5,1,5,4,46700,170589
Sony PlayStation,Gaming Console,34121,28,5,3,5,5,4,49700,43958
Xiaomi Tablet,Tablet,59139,32,1,3,2,2,4,26200,56863
Apple Watch,Wearable,144753,26,2,5,0,1,5,26000,130250
GoPro Camera,Camera,198395,15,2,5,3,0,3,23900,175626
Bose Speaker,Audio,63801,10,4,5,3,5,0,48500,69549
GoPro Camera,Camera,194264,41,0,0,0,4,0,20000,148899
Canon DSLR,Camera,177061,10,3,2,1,1,4,18700,159852
iPhone 13,Phone,179120,53,1,1,5,0,2,13100,116709
Sony PlayStation,Gaming Console,124060,10,5,4,4,4,1,43800,107501
Asus ZenBook,Laptop,86873,33,4,4,4,1,4,30200,72002
Sony Headphones,Audio,147790,53,1,2,1,3,4,26700,107197
Asus ZenBook,Laptop,42626,11,1,1,0,4,4,27200,49619
Sony Headphones,Audio,194446,36,0,5,5,0,4,25700,152851
LG Microwave,Appliance,70482,44,3,4,0,0,4,18200,59847
Bose Speaker,Audio,91037,47,4,5,3,3,3,40900,71886
Bose Speaker,Audio,125716,9,5,0,3,1,2,16100,105480
Apple Watch,Wearable,70382,10,5,1,1,3,4,27700,68044
Bose Speaker,Audio,111197,14,4,4,3,5,3,47900,100676
Sharp LED,TV,192089,27,0,0,5,3,3,24900,147873
Canon DSLR,Camera,75194,7,0,3,1,1,2,17100,78104
Philips Air Purifier,Appliance,47527,35,5,0,0,2,5,19000,42056
Philips Air Purifier,Appliance,53254,49,4,5,4,4,3,47400,51126
LG Microwave,Appliance,79571,40,3,2,3,1,3,20900,62967
Canon DSLR,Camera,190039,16,0,3,1,1,2,17100,175784
Microsoft Xbox,Gaming Console,43581,58,5,2,2,5,0,39000,39983
Microsoft Xbox,Gaming Console,25289,30,5,1,4,3,5,33000,31926
LG Microwave,Appliance,71758,12,0,0,3,5,3,31900,71921
Sony Headphones,Audio,139345,40,4,4,2,5,3,46400,104020
Panasonic VCR,Appliance,171852,31,1,5,3,3,2,37100,139706
iPhone 13,Phone,103866,16,1,3,0,0,1,10800,98879
Sony PlayStation,Gaming Console,111182,38,0,0,0,0,2,1600,90857
LG Microwave,Appliance,58992,50,4,2,0,0,4,13200,46125
GoPro Camera,Camera,155152,39,5,2,0,4,2,32600,113270
Philips Air Purifier,Appliance,24364,25,5,3,5,0,3,23900,28396
GoPro Camera,Camera,34499,44,1,1,2,5,0,32000,37389
Xiaomi Tablet,Tablet,24256,3,3,3,4,5,5,47000,41571
Microsoft Xbox,Gaming Console,84733,37,5,0,5,0,3,14900,59561
Microsoft Xbox,Gaming Console,158635,46,2,2,3,0,5,16500,114535
Samsung Refrigerator,Appliance,182547,44,0,0,3,4,1,25300,129480
Sharp LED,TV,196646,32,1,3,5,1,1,23300,149302
Microsoft Xbox,Gaming Console,138306,41,5,1,5,1,3,22900,90976
Samsung Refrigerator,Appliance,87098,38,1,3,2,0,3,15400,73024
Lenovo Monitor,Monitor,26870,5,3,5,3,2,0,32500,38149
Lenovo Monitor,Monitor,185930,15,0,0,1,1,2,8100,168598
MacBook Pro,Laptop,119907,44,2,4,1,4,3,37900,95690
HP Printer,Printer,188459,11,0,2,1,3,2,24100,175067
Panasonic VCR,Appliance,39351,22,2,3,3,2,5,29500,44263
Panasonic VCR,Appliance,136361,57,4,5,1,2,3,32900,94858
Xiaomi Tablet,Tablet,24650,15,2,0,1,5,1,29300,33507
MacBook Pro,Laptop,104947,25,2,1,4,1,4,19200,86736
Panasonic VCR,Appliance,54681,25,5,1,1,0,4,12700,47634
Dell Laptop,Laptop,130821,5,4,3,5,4,1,41300,114187
Samsung TV,TV,58479,17,1,3,4,5,3,43400,63512
LG Microwave,Appliance,199503,59,5,1,3,3,4,30700,112109
Apple Watch,Wearable,102424,8,0,4,5,4,5,43500,101641
Samsung TV,TV,27160,59,2,5,3,5,0,46500,36966
HP Printer,Printer,128713,51,0,3,3,3,3,30900,95896
Sony Headphones,Audio,186060,8,4,1,4,5,4,41200,150842
LG Microwave,Appliance,181113,37,5,3,0,5,3,41400,132084
LG Microwave,Appliance,72833,56,0,5,0,1,3,22400,62183
LG Microwave,Appliance,105653,27,1,4,2,1,0,21000,93438
Bose Speaker,Audio,162347,19,4,0,3,1,3,15900,128899
Philips Air Purifier,Appliance,3511,57,4,2,3,1,4,22700,13299
Apple Watch,Wearable,29801,25,2,2,1,2,5,23500,34846
Canon DSLR,Camera,61280,32,2,1,2,1,4,16200,53447
iPhone 13,Phone,176952,17,2,4,5,3,5,40500,146771
Sony Headphones,Audio,10038,32,1,5,5,2,5,37500,25576
Canon DSLR,Camera,20183,40,3,4,1,5,3,43900,34463
Canon DSLR,Camera,50050,38,0,4,1,5,5,42500,55784
Bose Speaker,Audio,146925,9,5,5,4,0,1,26800,127267
Xiaomi Tablet,Tablet,86293,51,5,1,3,4,0,32500,59828
Lenovo Monitor,Monitor,189141,40,3,4,3,4,0,39500,133235
Microsoft Xbox,Gaming Console,147428,44,2,1,5,1,0,17500,100155
